10000 10000
1 874841475 433117894
2 679302863 813129567
1 847172539 405261941
2 32751900 498348246
1 315750396 384813835
1 509228595 675641448
1 698514209 428191092
1 309853985 68081920
1 363654865 208856693
2 936552648 732706073
2 740133549 199274619
1 631010421 910875439
1 424129095 632453850
1 449113554 639461451
1 862640731 533643598
1 462108260 145636846
1 892619026 720190618
1 3988722 52414753
2 65928385 542761999
1 104082251 697177408
1 411685014 145203311
1 387997633 108844117
2 479419703 41283355
1 745166872 42472047
1 873220718 317363828
1 86856427 93045785
2 928678337 178642141
2 514249049 509571015
2 769087831 355104324
1 728070537 319694753
1 483043317 813821737
1 796664460 126523822
1 103744045 455400107
1 14570473 658761109
2 721050892 452121823
1 221222639 587679294
1 317403372 42072634
1 774990803 782106966
2 856851394 76042176
1 367159731 926059664
1 73723020 112216468
1 601920078 822773576
1 15436636 390998543
1 102562506 131648379
1 259055179 784019562
1 407206349 34208301
1 151068729 479436127
2 813920138 877906554
1 664751704 271957434
1 32117917 580414200
1 468262164 702107740
1 646314171 629985471
1 896941214 703265405
1 135617184 276335530
1 862364062 385656431
1 969087048 723015466
1 717489013 717163586
1 802300097 889344
1 43300466 546954307
1 628132570 787473916
1 281486765 41585014
1 635228486 936933543
1 56964969 780011068
1 621511386 174384072
1 561448627 223929071
1 503869981 807729124
1 144487446 389478743
1 822487723 198924722
1 16217079 415980740
1 273294082 579093819
1 168876091 474563750
1 324469212 893066351
1 21404515 908893134
1 391648106 185318065
2 108612133 875997959
1 28916840 112499167
2 278029106 703747248
2 888543420 147978702
1 329374021 723812628
1 559158872 394722432
1 365308563 878250146
1 377079947 151405510
1 88592892 774568473
1 511505896 295533709
1 174184755 295945002
1 253985365 682022966
1 188950274 351919783
1 846069364 44068892
1 244681680 726790333
1 818178293 577757288
1 911862871 28946483
1 362956863 7933892
1 299328026 44926639
1 552129261 152629518
1 743552943 686971108
1 138684872 856886709
1 839960187 800851178
1 565806262 241235096
1 200812511 359062940
1 160951009 421696690
1 28047624 97497875
1 81609901 961512830
2 996034980 517859073
1 376790402 934495058
1 221633395 255825867
2 799922151 836940215
1 787419891 17370154
1 367659689 738919182
1 61592764 688423850
1 454209564 388755641
2 312069730 800886136
1 898304734 790604506
1 340219062 460306720
1 60300075 437036297
1 123487928 430876403
1 29428084 676568978
2 916419780 307504754
1 704019645 970762192
2 485753555 120151569
1 349029944 13923782
1 45540277 684235785
1 869318562 98799571
1 698289088 146571161
1 694745127 712760750
1 138733866 325823798
1 531855475 861008089
1 596870272 495524945
1 812243484 970175256
1 920489479 194480565
1 766508364 99159042
1 741757619 577731698
1 492749599 738546139
2 522354700 95272542
1 264058589 124469199
1 890656138 296691776
1 254420928 412595719
1 589697615 410784400
1 815437463 964289134
1 61617557 105119801
1 858826555 60318398
1 718900510 610852126
1 459766899 449088165
1 104237841 726221382
1 931405844 129717125
1 825268448 482908141
1 596585913 11270526
1 438980638 341255421
1 887707992 139325835
1 666291115 375034347
1 342741931 705471641
1 854775960 701444937
1 418131272 758774098
1 491239064 120788158
1 909544741 929862641
1 159135084 966216273
1 898407680 580355703
1 92837912 46637840
1 296451702 94673052
1 19764 332173548
1 682742121 634680304
1 93839239 696071553
2 318909197 580669645
1 600256605 427565207
1 322323836 135932496
1 315577612 775800441
1 414033095 807211385
1 315426265 379595059
1 275822037 116760564
1 710620814 247459931
1 259774179 190372102
1 475120523 6430515
1 853037214 188606904
1 265980315 417684798
2 316646768 210731088
2 755246729 803420533
1 5991361 912556565
1 555751065 101768652
1 137216831 598820317
1 133245080 210572895
1 135392095 788232001
1 51280678 171886208
1 315626235 238502133
1 398172460 525491168
1 991767417 659888083
1 846522621 219508350
1 106943940 548944197
1 354144682 77979468
1 591931370 91777617
1 591780705 854518256
1 999357581 733260680
1 103576231 782433856
1 689143298 845079793
1 973260499 999246072
1 261192082 398747706
1 589272817 861139002
1 610741269 549654001
1 150152912 119685337
1 385804909 762953848
2 641544449 715141334
1 610128643 197688476
2 877831436 293268540
1 486924559 828368043
1 618194971 476993411
1 519270613 7651283
1 808776963 335910209
1 946841446 503337230
2 144900132 90062826
1 988490066 412024648
1 3334799 213391971
2 874432550 2766360
1 880353280 728227708
1 93555025 7232727
1 425536432 870268114
2 733201512 449624276
2 940635334 276427902
2 739753640 49573575
2 486449197 74388428
1 914255553 647584986
1 488556802 137167311
1 106291219 316080585
1 363062802 995472087
1 35605851 72578822
1 528829199 390511238
1 55637614 738970631
1 961355669 985252502
1 40301217 885205314
1 120553183 60267560
1 465339337 615773163
1 844562554 488916986
1 984410988 574437406
1 51070683 937467537
2 586267031 735017581
1 827681527 237337601
1 169104288 14903435
1 40376324 45016
1 655135097 706917110
1 107286879 431795520
1 662355375 444540155
1 566632879 101801486
1 640223940 350688110
1 989289068 162970802
1 83411616 178165777
1 800055433 136548564
1 485013088 914529651
1 346575334 708966452
1 229682999 254050534
1 992387615 700642703
1 233591034 157380300
1 508551832 38703942
1 142308665 632433544
1 435528497 96158681
1 64801397 135848928
1 404253487 443075479
1 48259575 142837037
1 958298064 781187726
2 294137639 856921857
1 463111958 834919956
1 927704180 192876040
1 783655035 165944772
1 871810216 233376831
2 329856735 246852238
1 133606567 50655385
1 645191106 81984839
1 130649787 895661453
1 279644039 76122415
1 823664485 649410833
1 221985009 515930002
1 951218385 259128427
1 592199027 649826591
2 288318779 843589599
2 206602545 35400263
1 247771431 116627862
1 314633565 941588041
1 548031233 203571048
2 824432557 673495055
1 846964992 64503159
1 853508097 512802897
1 771218527 451468575
1 657099656 158500449
1 33280495 792509823
1 735123208 742335665
1 931764008 706928532
1 19143163 409572069
1 89078193 341087792
2 551162557 85104566
1 414883760 864931089
1 737274227 387289999
1 800512708 25013479
2 813747036 116064887
1 110391917 724056589
1 445700767 469830233
1 399318454 251838081
1 618745405 138203061
1 218444878 353511823
1 908481630 242025240
1 598627552 965358847
1 71201854 334147377
1 59242508 403903395
1 740842846 235527416
1 746713099 112621825
1 625960250 784513675
1 240315204 353872199
1 734049349 21340275
1 842969159 626014632
2 390207272 946046213
1 35956779 675658424
1 667357482 763090271
2 860946197 177919493
1 238611765 788943984
1 647944118 900195867
1 517113752 264510455
1 411119655 233149186
1 809571062 4451642
1 305555185 832594318
1 22093277 954519255
1 473021562 881909918
1 51364669 583522945
1 415734370 128747830
1 688850682 222049975
1 528818525 211113320
1 344371467 382817204
1 595521380 654038640
1 448675512 74245567
1 730402588 652748842
2 70564889 573116279
1 478546262 393745997
1 457651798 260324010
1 22115222 968843801
1 373869659 883186269
2 735889885 742974122
1 407656094 796116506
1 959220770 463743361
1 87392464 512285056
1 661863687 125179596
1 998209723 768564097
1 785184166 303267147
1 573823020 687417041
1 225615110 604516815
1 897554911 73231227
1 951896420 562939368
1 698859679 146559510
1 975497043 81619081
1 441714026 829645881
1 276657121 474136892
1 108996162 94943843
1 227702066 172764308
1 28093694 310269874
1 207414979 657592972
1 75958753 33475353
1 73224783 180798150
1 613568514 822520482
1 942894990 747244295
2 954351552 24153599
1 282014498 321258957
1 342092569 529062742
1 31793201 772384751
1 900987856 788679373
1 905648461 17077738
1 363656994 244638796
1 257370042 586230836
1 92552135 538551095
1 107854926 827500370
1 75068798 901365775
1 62182119 63316522
1 551469773 13054359
1 91967164 296878086
1 676361572 770975611
1 560001681 320406344
1 711111629 699631626
1 593890626 808738504
1 5096418 903635093
1 213179154 692296660
1 156350867 62016319
1 923506048 501831867
1 36033156 604821594
2 802061652 288311523
1 375323971 910509358
1 75106753 746296882
1 643359855 368920340
2 126623305 794571536
1 788036710 1333921
1 345882226 4339953
1 757211348 256012292
1 654225242 240348232
1 71391454 18765861
1 129677460 379125671
1 718977499 111827671
1 681209499 645706114
1 363451712 89431516
1 36021567 410045271
1 277178787 6
